CICLO,EVENTO,LOTE,SUP,pp Nov,pp Dic,pp Ene,IPC,EROSION POTENCIAL,EVI 1 Nov media,EVI 1 Nov min,EVI 1 Nov max,EVI 17 Nov media,EVI 17 Nov min,EVI 17 Nov max,EVI 3 Dic media,EVI 3 Dic min,EVI 3 Dic max,EVI 19 Dic media,EVI 19 Dic min,EVI 19 Dic max,EVI 1 Ene media,EVI 1 Ene min,EVI 1 Ene max,EVI 17 Ene media,EVI 17 Ene min,EVI 17 Ene max,EVI 2 Feb media,EVI 2 Feb min,EVI 2 Feb max,RINDE,H_Nov,H_Dic,H_Ene,T_Med_Nov,T > 33 Nov,T_Med_Dic,T > 33 Dic,T_Med_Ene,T > 33 Ene
2015/16,Niño,PR7,25.7,213,257,160,65,moderadamente susceptible,0.472166666666667,0.4281,0.4942,0.5152,0.509,0.5276,0.6009,0.5809,0.6409,0.5177,0.5177,0.5177,0.5416,0.5274,0.57,0.440033333333333,0.4227,0.4747,0.3164,0.3164,0.3164,7027,868,1126,588,20.5,0,24.0,1,26.5,9
2015/16,Niño,PR6,25.6,213,257,160,65,moderadamente susceptible,0.5079,0.4159,0.6799,0.493766666666667,0.4598,0.5276,0.613,0.613,0.613,0.45243333333333297,0.4226,0.484,0.485,0.4378,0.535,0.398066666666667,0.3721,0.4274,0.322566666666667,0.2879,0.3683,7765,868,1126,588,20.5,0,24.0,1,26.5,9
2015/16,Niño,6 SUR,97.7,185,258,130,34,practicamente no susceptible,0.514518181818182,0.2791,0.6379,0.657472727272727,0.277,0.8242,0.7649454545454549,0.6255,0.8165,0.717672727272727,0.6788,0.8005,0.6818,0.6341,0.7258,0.488290909090909,0.438,0.6184,0.31038181818181804,0.2512,0.4622,8006,835,1033,532,20.5,0,24.0,1,26.5,9
2015/16,Niño,SAN CARLOS N,89.2,173,263,127,40,moderadamente susceptible,0.53561,0.4917,0.5605,0.65474,0.457,0.8077,0.71599,0.6608,0.7813,0.62867,0.5039,0.7665,0.6116,0.5593,0.6463,0.45848,0.4076,0.5437,0.1847,0.1441,0.3133,7628,815,1110,529,20.5,0,24.0,1,26.5,9
2015/16,Niño,BUEYES NORTE,135.1,166,267,124,32,moderadamente susceptible,0.56082,0.4676,0.6827,0.61944,0.5045,0.6755,0.713986666666667,0.4907,0.8263,0.613633333333333,0.5022,0.6663,0.5992,0.5164,0.6272,0.429313333333333,0.3866,0.53,0.271673333333333,0.2256,0.3673,8726,815,1127,524,20.5,0,24.0,1,26.5,9
2015/16,Niño,1C3,17.0,185,258,130,34,practicamente no susceptible,0.55055,0.5428,0.5583,0.5426,0.3578,0.7274,0.8978,0.8559,0.9397,0.5377,0.4146,0.6608,0.5922,0.5811,0.6033,0.41,0.3966,0.4234,0.2625,0.2257,0.2993,9241,834,1048,530,20.5,0,24.0,1,26.5,9
2015/16,Niño,2C3,111.7,185,258,130,40,moderadamente susceptible,0.563846153846154,0.3529,0.6965,0.609292307692308,0.2985,0.6998,0.803615384615385,0.6302,0.9376,0.656653846153846,0.4806,0.7764,0.5295615384615381,0.3324,0.7335,0.272523076923077,0.1844,0.559,0.2086,0.152,0.3579,7565,831,1054,529,20.5,0,24.0,1,26.5,9
2015/16,Niño,SAUCE A,53.7,173,263,127,32,moderadamente susceptible,0.461766666666667,0.426,0.5063,0.5277333333333329,0.4072,0.6508,0.703,0.5504,0.8065,0.628,0.5795,0.6947,0.6153666666666671,0.566,0.6616,0.462133333333333,0.3944,0.5261,0.325566666666667,0.2594,0.385,8344,814,1119,528,20.5,0,24.0,1,26.5,9
2015/16,Niño,9ESTE,100.9,164,267,130,73,levemente susceptible,0.568,0.4191,0.7756,0.649275,0.4536,0.7885,0.737408333333333,0.5194,0.8349,0.675633333333333,0.5806,0.7291,0.593066666666667,0.5385,0.723,0.414958333333333,0.3542,0.5538,0.2387,0.2004,0.4037,7232,838,1048,531,20.5,0,24.0,1,26.5,9
2015/16,Niño,25,123.0,163,267,128,73,moderadamente susceptible,0.40759285714285703,0.2759,0.4969,0.5204,0.2888,0.7106,0.625121428571429,0.3235,0.9078,0.628564285714286,0.4741,0.7072,0.568921428571429,0.4542,0.6111,0.43789285714285703,0.3312,0.4869,0.270271428571429,0.238,0.3486,5884,832,1080,526,20.5,0,24.0,1,26.5,9
2016/17,Niña,PA1,47.3,230,397,380,33,practicamente no susceptible,0.40706,0.3211,0.4945,0.58374,0.5613,0.6205,0.62112,0.584,0.7119,0.54022,0.4219,0.6003,0.52578,0.5207,0.5359,0.554,0.525,0.5727,0.30568,0.237,0.3486,8100,722,1370,1437,20.8,0,24.5,5,25.1,1
2016/17,Niña,RG4,56.2,216,371,359,43,moderadamente susceptible,0.413783333333333,0.3652,0.4906,0.532616666666667,0.5063,0.5569,0.595833333333333,0.5605,0.6386,0.495483333333333,0.3874,0.5365,0.509666666666667,0.3415,0.5644,0.43135,0.3955,0.5026,0.271083333333333,0.2245,0.3638,6800,780,1373,1494,20.8,0,24.5,5,25.1,1
2016/17,Niña,RG5,45.6,274,471,438,27,practicamente no susceptible,0.37748,0.3418,0.3928,0.49446,0.4835,0.5149,0.58196,0.5644,0.5985,0.55694,0.5334,0.5721,0.51846,0.5063,0.5229,0.50702,0.45,0.5354,0.2918,0.2566,0.3216,8400,744,1484,1535,20.8,0,24.5,5,25.1,1
2016/17,Niña,PR2,17.8,260,439,433,65,moderadamente susceptible,0.28645,0.2774,0.2955,0.47435,0.4141,0.5346,0.6191,0.535,0.7032,0.5417,0.528,0.5554,0.5374,0.4832,0.5916,0.4892,0.484,0.4944,0.34375,0.3268,0.3607,7361,724,1419,1489,20.8,0,24.5,5,25.1,1
2016/17,Niña,PR4,18.3,260,439,433,65,moderadamente susceptible,0.3415,0.3376,0.3454,0.4867,0.4859,0.4875,0.64815,0.6281,0.6682,0.59235,0.4248,0.7599,0.53945,0.5306,0.5483,0.6323,0.6256,0.639,0.37855,0.332,0.4251,7695,724,1419,1489,20.8,0,24.5,5,25.1,1
2016/17,Niña,PR8,26.9,260,439,433,65,moderadamente susceptible,0.323366666666667,0.3011,0.3364,0.463,0.4336,0.5173,0.5195666666666671,0.4137,0.5798,0.344433333333333,0.2931,0.4157,0.44976666666666704,0.3257,0.5361,0.4543,0.3829,0.5552,0.342266666666667,0.2794,0.4228,7120,724,1419,1489,20.8,0,24.5,5,25.1,1
2016/17,Niña,CD,98.0,224,381,402,41,moderadamente susceptible,0.300163636363636,0.2012,0.42,0.604363636363636,0.4327,0.6969,0.614109090909091,0.404,0.6759,0.606581818181818,0.4859,0.6663,0.574327272727273,0.4777,0.6121,0.585018181818182,0.3875,0.6855,0.339836363636364,0.2972,0.415,8000,743,1374,1478,20.8,0,24.5,5,25.1,1
2016/17,Niña,1,92.3,231,367,399,40,moderadamente susceptible,0.338063636363636,0.302,0.3869,0.564936363636364,0.5441,0.5857,0.536990909090909,0.4811,0.5606,0.565090909090909,0.5438,0.5893,0.545227272727273,0.5257,0.56,0.562427272727273,0.5329,0.5897,0.387736363636364,0.3446,0.4128,6484,783,1315,1483,20.8,0,24.5,5,25.1,1
2016/17,Niña,6N,213.8,228,389,407,50,practicamente no susceptible,0.41023043478260895,0.349,0.4725,0.570326086956522,0.3968,0.6464,0.5576695652173911,0.4224,0.6283,0.53385652173913,0.4569,0.5843,0.47095217391304406,0.4496,0.5112,0.44456956521739105,0.4012,0.5257,0.269982608695652,0.2142,0.4658,8030,770,1328,1480,20.8,0,24.5,5,25.1,1
2016/17,Niña,11,79.1,231,367,399,73,levemente susceptible,0.34418888888888904,0.319,0.3784,0.6130777777777779,0.5623,0.7249,0.539033333333333,0.482,0.6687,0.525622222222222,0.4527,0.5432,0.498566666666667,0.4819,0.5225,0.536488888888889,0.504,0.6811,0.26276666666666704,0.2464,0.2765,6507,783,1307,1490,20.8,0,24.5,5,25.1,1
2016/17,Niña,PEREGRINA,129.1,228,389,407,32,moderadamente susceptible,0.38276,0.3327,0.5227,0.627113333333333,0.5628,0.6849,0.5797933333333329,0.5177,0.642,0.586293333333333,0.5546,0.6159,0.546486666666667,0.4864,0.5973,0.577413333333333,0.4667,0.7341,0.367053333333333,0.3155,0.524,7896,779,1318,1482,20.8,0,24.5,5,25.1,1
2016/17,Niña,2C1,128.8,228,389,407,34,practicamente no susceptible,0.408714285714286,0.3589,0.4522,0.633407142857143,0.4057,0.814,0.5903,0.4742,0.6853,0.6064857142857141,0.5557,0.7133,0.550435714285714,0.4824,0.5969,0.54155,0.4871,0.6089,0.312328571428571,0.2703,0.3694,9943,764,1346,1472,20.8,0,24.5,5,25.1,1
